Pgroup	Pname
WINE_ALCOHOL 18%	WINO WALDWEIN MALINA SLODKIE
OCCASIONAL	CHUSTECZKA HIGIENICZNA
GENERAL	KUBUS WOTER DZIUB
OILS	OLEJ KUJAWSKI
VEGETABLES	POLEWA MLECZNA TWARDA
CIGARETTES	PAP CHESTERFIELD PSTRYK
CHIPS_FLAKES	PRAZYNKI SPOKO
DRINK_JUICE	NAP MIRINDA PUSZKA
CHEMISTRY	ODPLAMIACZ VANISH SASZETKA
DRINK_JUICE	NAP TYMBARK VITAMIN PET BANAN
WINE_ALCOHOL 18%	WINO CARLO ROSSI TRUSK
SOCKS_THIGHTS	RAJSTOPY STRETCH
CHEWING_GUM_LOLIPOPS	GUMA WRIGLIS SPERMINT
GENERAL_FOOD	WIN ROSOL DROBIOWY
SWEETS	PRINCESA ZEBRA
ICE_CREAMS_FROZEN	SZPINAK NORDIS
CHEMISTRY	PATYCZKI HIG MEA SZT
CANNED_PATE	PAPRYKARZ SZCZECIN LOSOS
DRINK_JUICE	PUDL SOK POMIDOROWY
DRINK_JUICE	PICCOLO TROPICAL
CHEMISTRY	PLYN UNIWERSALNY AJAX
SWEETS	HERBATNIK PETIT BEURRE JUTRZENKA
TABLETS	PLASTRY SOFT
DAIRY_CHESSE	PLATKI CORN FLAKES CHOCO
VEGETABLES	SKORUPKA BURACZKI
MEAT	PAROWKOWA FOLI
GENERAL_FOOD	PIEROGI SZPINAKIEM
GENERAL_FOOD	OCET PEGAZ
GENERAL	MLEKO KOKOSOWE TRUSKAWKA
CHEMISTRY	NAP SPRITE PUSZKA
DAIRY_CHESSE	SER KIELBASKA MLEKOVITA SZYNKA
CIGARETTES	WODA AQA
CHIPS_FLAKES	STAR CHIPS SER CEBULA
CHEMISTRY	PUR BALSAAM
CHIPS_FLAKES	PLATKI LION
FISH	FILET LIMANDA MROZONY
DAIRY_CHESSE	HOCHL SZCZYP CEB BLOK TOPIONY
DAIRY_CHESSE	DESER CZARU WANILIA
CHEMISTRY	ODSWIEZACZ SZYSZKA KOKOS
SWEETS	WAFLE GORALKI CZEKOLADA
DAIRY_CHESSE	WIB SOS KOPERKOWY SMIETANA
GENERAL_FOOD	MUSZTARDA STOLOWA PEGAZ
SWEETS	PIERNIK CZEKOLADZIE DUZE SERCA
BEER	PIWO ZUBR PUSZKA
DAIRY_CHESSE	DANONE GRATKA
BREAD	ROGAL MLECZNY
COFFEE TEA	HERBATA MINUTKA MALINA
DRINK_JUICE	NAP MARTON POMARANCZ GAZ
GENERAL_FOOD	KUKURYDZ SLON OGROD
SPICES	PRYMAT PRZYPRAWA MIELONEGO
CHEMISTRY	PRONTO CLASIC
CIGARETTES	ZAPALKI
CIGARETTES	WODA
GENERAL	OREGANO
SWEETS	PETITKI LUBISIE MORELA
SOCKS_THIGHTS	PODKOLANŁWKI PARY
GROATS_RICE_PASTA	MAK SULMA NITKA ROSOLOWA
DRINK_JUICE	LODY KOKTAILOWE
GENERAL_FOOD	WIN SOS POMIDOROWY
DRINK_JUICE	WODA PRIMAVERA GAZ
DAIRY_CHESSE	SEREK WIEJSKI ZIARNISTY COTTAGE
CHEMISTRY	PLYN KAPIELI BURSZTYN EVA
GENERAL_FOOD	CUKIER
OILS	MAR PALMA KRUSZWICA
BEER	PIWO REDD APPLE BUT ZWR
COOKIES_BULK	RURKA NADZIEWANA LUZ
GENERAL	SMAK MAK SMALEC SKWARKAMI
SPICES	PRYMAT KEBAB GYROS
SWEETS	SUROWKA
BEER	PIWO GOZDZILLA BEZW
GENERAL_FOOD	KNORR PRZYPRAWA KARKOWKI
CHEMISTRY	CHUSTECZKI HAPPY NAS SZT
GENERAL	MARCHEW GROSZKIEM KUKURYDZA SLO
FISH	FILETY SLEDZIOWE ERA
CHEMISTRY	PUR ACTION LEMON
DAIRY_CHESSE	MAR DELMA EXT SMAKI SMIET
SPICES	PRYMAT KOPEREK SUSZONY
GENERAL	PUDL KETCHUP AGODNY
DAIRY_CHESSE	LACIATY SZCZYPIOREK
CHEMISTRY	MYDLO PLYNIE SASZETKA ABE
CHEMISTRY	BIALY JELEN SZAMPON
CANNED_PATE	PROFI PASZTET POMIDOREM
GENERAL_FOOD	ZUPA VIVON KURCZAK PIKANTNY
DAIRY_CHESSE	ACIATY SEREK CEBULA SZCZ
GENERAL_FOOD	PIECZARKI MAR URBANEK
GENERAL_FOOD	SALATKA WARZYWNA SKORUPKA
WINE_ALCOHOL 18%	WINO FRESCO
SWEETS	LIZAK CHOINKA
DAIRY_CHESSE	ACIATY SEREK CHRZANEM
GENERAL	OPASKA REKE ODBLASK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WINO CARLO ROSSI ROZOWE WYT
SWEETS	PIERNIK KRAJNKA PACZKA
GROATS_RICE_PASTA	MAKARON ABAK BABUNI JAJ
GENERAL_FOOD	GELLWE GALARETKA POMARAN
GENERAL_FOOD	ZELATYNA PRZYPR CYKORIA
CHEWING_GUM_LOLIPOPS	GUMA ORBIT SPERMINT DRAZE
VEGETABLES	OGOREK ZIELONY
CHEWING_GUM_LOLIPOPS	MENTOS STRONG MINT
VEGETABLES	MARCHEW MINI CALA NORDIS
COFFEE TEA	KAWA NESCAFE CREME ZAPAS
DRINK_JUICE	NAP HORTEX JAB
DAIRY_CHESSE	BAKOMA SMIETANKA SZT
ICE_CREAMS_FROZEN	LODY KOLORKI MAX
GENERAL_FOOD	PIECZYWO WASA LEKKA ZYTNIE
CIGARETTES	PAP PAL MAL MINT LINK
DRINK_JUICE	WODA JURAJSKA JABLKO
GENERAL	SZNURA PIEROGI SEREM
DRINK_JUICE	WODA ZYWIEC SOCZYSTE JAB
DAIRY_CHESSE	SER FAVITA
BREAD	CHLEB MALY KROJONY
DRINK_JUICE	WODA CISOWIANKA LEKKI GAZ
SWEETS	WEDEL PTASIE KARMEL
VEGETABLES	KAPUSTA MLODA KWASZONA LUZ
SWEETS	STAR MACZUGI
WINE_ALCOHOL 18%	WINO ROYAL WYTRAWNE
MEAT	KIELBASA POGORZELSKA PODSUSZANA
DAIRY_CHESSE	TWARŁG POLMLEK USTY
MEAT	KIELBASA POGORZELSKA PODSUSZANA
BEER	PIWO KSIAZECE IPA ZWR
DRINK_JUICE	NAP HORTEX VITAMINKA BANAN
GENERAL_FOOD	PIEROGI SEREM GRZESKOWIAK
CHEMISTRY	ACE LEMON
DRINK_JUICE	WODA AQA TRUSK
ICE_CREAMS_FROZEN	LODY ROLADA KORAL SMOAK
BEER	PIWO BOJAN STRAZACKIE
ICE_CREAMS_FROZEN	ZUPA WIOSENNA NORDIS
BEER	PIWO ZYWIEC PUSZKA
CHIPS_FLAKES	CHRUPKI CZEKOLADOWE
CHIPS_FLAKES	PALUSZKI LAJKONIK CEBULOWE
SWEETS	AMELIA PIANKA CZEKOLADA
SPICES	KNOR ROSOL KURY KOSTKI
SWEETS	MILKA CZEKOLADA LACIATA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	NAP IZOTON AMOWE BLU
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KONCENTRAT POMIDOROWY DAWTONA
SPICES	GALEO KMINEK
VODKA_ALCOHOL	WODKA SOPLICA
DISHES_FOR_CHILDREN	CATERING HAMBURGER AMERYK
ICE_CREAMS_FROZEN	LODY BASALA KUBEK
GENERAL_FOOD	SERNIK
DAIRY_CHESSE	JOGOBELA ZBOZAMI
GENERAL_FOOD	SUCHARKI MAMUT GRAHAM
GENERAL	SMAK MAK MEDALIONY SEREM
ICE_CREAMS_FROZEN	LODY ROLADA CASSATE WANILIA WISNIA
VODKA_ALCOHOL	NAP SPIR SOPLICA WISNIOWA
DAIRY_CHESSE	GOS MLEKO TUBA KAKAO GOSTYN
SWEETS	WEDEL CZEK TRUSKAW
GENERAL	WORKI SMIECI SZT
GENERAL_FOOD	SMAK MAK BULKA HOT DOG
SWEETS	CHRUSCIKI CIASTA ROZNE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODKA STOCK PRESTIGE
TABLETS	BANDAZ
VEGETABLES	GREJFRUT
CANNED_PATE	SUROWKI WIELOWARZYWNE GRZESKOWIAK
CIGARETTES	PAP PAL MAL KLIK
GENERAL_FOOD	OCET JABLKOWY
GENERAL_FOOD	AMINO BLYSK ROSOL KURY PIKANTNY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MIX EKSTRA PASLECKIE
OILS	AMINO BLYSK OGORKOWA
SWEETS	WODA ZYWIEC POZIOMKA
GENERAL_FOOD	KNORR FIX GULASZU
DRINK_JUICE	NAP CAPPY JABLKO
DAIRY_CHESSE	FANTASIA CZEKOLADA
GENERAL_FOOD	KNORR FIX SPAGH SERY
DRINK_JUICE	NAP TYMBARK ASEPTIC JAB WISNIA
GENERAL_FOOD	CYKORIA BUDYN CZEKOLADOWY CUKRU
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
GENERAL	WAFLE SUNNY GRAHAM
DRINK_JUICE	WODA CISOWIANKA GAZOWANA
SPICES	GALEO KMINEK
ICE_CREAMS_FROZEN	ZAPIEKANKA PIECZAR
CHEMISTRY	SOFIMA MYD DOZOWNIKIEM
VEGETABLES	MARCHEW MINI CALA NORDIS
SWEETS	SPRAY FRUIT
ICE_CREAMS_FROZEN	LODY JAK DAWNIEJ BAKALIA
SWEETS	POP CORN KUBEK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	DZEM SLONECZNY OGROD BRZOSKWINIOWY
DRINK_JUICE	NAP HORTEX
CHEMISTRY	REGINA PAPIER RUMIANKOWY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	CHRZAN DYMECKI
DAIRY_CHESSE	MLEKO MLECZ ZAGRODA
ICE_CREAMS_FROZEN	LODY ROZEK MAXI SMAKI
SWEETS	BATON LION PEANUT
TABLETS	TABLETKI NUROFEN EXPRESS SZT
DRINK_JUICE	WODA USTRONIANKA JODEM
GENERAL_FOOD	GELLWE CUKIER WANILIOWY
CIGARETTES	PAP GOLD
CHEMISTRY	BREF KULKI PERFUME
CHEMISTRY	ZYLETKI POLSILVER STAINLES
COOKIES_BULK	CIASTKA PRIMAX LUZ
GENERAL_FOOD	CYKORIA SNIEZKA
ICE_CREAMS_FROZEN	LODY KAKTUS
SPICES	SMIETAN FIX
ICE_CREAMS_FROZEN	WARZYWA PATELNIE GWLOSKIE
GROATS_RICE_PASTA	MAKARON SARITA SWIDEREK
CHEMISTRY	PAPIER TOALET MAWA
SWEETS	KREM NUTELLA
GENERAL	SMAK MAK GALARETKA KURCZAKA
DRINK_JUICE	NAP TYMBARK OWOC GRANATU
DRINK_JUICE	NAP TYMBARK POM BRZOSK
CHEMISTRY	PERSIL COLOR
SWEETS	WEDEL PAWELEK TOFFI
VEGETABLES	CEBULA WCZESNA
CHEMISTRY	COLGATE SZCZOTECZKA ZIG ZAG
DRINK_JUICE	KUBUS JAB
GENERAL_FOOD	PIEROGI SZPINAKIEM
VODKA_ALCOHOL	METAXSA
GROATS_RICE_PASTA	MAKA WROCLAWSKA ZLOTY LAN TYP
CHEMISTRY	WORKI SMIECI USZANI SZT
SWEETS	MISECZKI WAFLOWE DESEROW
FISH	FILETY SLEDZ OLEJU
SWEETS	HERBATNIKI TEA BISCUITS
CIGARETTES	PAP PAL MAL MINT
GENERAL	MLEKO KOKOSOWE CZEKOLADA
SPICES	PRYMAT TZATZIKI PIK SOS CZOSNKOWY
SPICES	CUKIER WANILINOWY DELECTA
DAIRY_CHESSE	MLEKO ZAG
OILS	OLEJ LNIANY
TABLETS	TABLETKI CHOLINEX
VODKA_ALCOHOL	WODKA CZYSTA LUXE
CHIPS_FLAKES	LAYS STAR SMITI CEBULA
GENERAL	SMAK MAK SURŁWKA WIOSENNA
FISH	PAPRYKARZ LOSOSIA DEGA
GENERAL_FOOD	CUKIER PUDER KROS
CHEMISTRY	KLEJ KROPELKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WINO CARLO ROSSI ROZOWE WYT
VODKA_ALCOHOL	WODKA ZUBR
SWEETS	ZELKI KABLE DLUGIE
MEAT	KIE BASA KRUCHA WEDZARNI
COFFEE TEA	HWEB SAGA SLIWKA
SPICES	PRYMAT GRILL PIKANTNT
SWEETS	TIK TAK MIETA
BEER	PIWO LOM MIODOWE BEZW
CANNED_PATE	ANANASY PLASTRY SANDRA
GENERAL_FOOD	ZUPA PIECZARKOWA AMINO
GENERAL_FOOD	GELLWE CUKIER WANILIOWY
CHIPS_FLAKES	PLATKI GOLD FLAKES
CIGARETTES	PAP MINT
CANNED_PATE	KONSERWA TYROLSKA LAUR
DRINK_JUICE	NAP FANTA ORANGE
COOKIES_BULK	PIERNIK SERCA KATARZYNKI NADZIEWANE
ICE_CREAMS_FROZEN	WARZYWA PATELNIE WIEJSKIE
DRINK_JUICE	ZBYSZKO MAXER GAZ COLA
GENERAL	WEGIEL GRILA
DAIRY_CHESSE	SER LOWICKI
GENERAL	BOROWIK SUSZONY
GENERAL	PUDL KONCEN POMIDOROWY
SWEETS	CZEKOLADA MILKA TRIOLADE
CHEMISTRY	WKLADKI BELLA PANTY SZT
CANNED_PATE	WINIARY KASZOTTO JARMUZ CZOSNEK
VEGETABLES	OGOREK ZIELONY
ICE_CREAMS_FROZEN	KALAFIOR MROZONY NORDIS
CHEMISTRY	SZAMPON SKRZYPEM EVA NATURE
VEGETABLES	SELER LUZ
DRINK_JUICE	ZBYSZKO LIMONKI GAZ
DRINK_JUICE	NAP NAPI POMARANCZ
DRINK_JUICE	NAP ENERGETYCZNY MAX
DAIRY_CHESSE	POEZJA DESER MLECZ ORZECH
CIGARETTES	PAP LINK MINT
COFFEE TEA	HERBATA EXP AKBAR
GENERAL_FOOD	SERNIK
COFFEE TEA	HERB ZIELONA CYTRYNA POSTI
GENERAL_FOOD	GELLWE CUKIER WANILIOWY
DAIRY_CHESSE	DROZDZE BABUNI ROTEX
DRINK_JUICE	WODA ZYWIEC ANG
SWEETS	CHRUPKI KUKUR CELKA OPAK SZT
GENERAL_FOOD	KINDER MLECZNA KANAPKA
DRINK_JUICE	NAP TYMBARK JAB WISNIA
BEER	PIWO REEDS PUSZKA JABLKOWE
SWEETS	HERBATNIKI
DRINK_JUICE	NAP OSHEE ISOTONIC
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	NAP SPIR CYTRYNOWKA LUBELSKA
VEGETABLES	CZERESNIE
DAIRY_CHESSE	ALMETTE OGOREK ZIOLA
DRINK_JUICE	WODA AQA
GENERAL_FOOD	WAFLE FAMIL GOFROWE
GROATS_RICE_PASTA	MAKARON SULMA LAZANKA
DAIRY_CHESSE	TWAROG SERNIKOWY PIATNICA
SPICES	GALEO PIEPRZ ZIOLOWY
DRINK_JUICE	ZBYSZKO LIMONKI GAZ
VEGETABLES	SUROWKA KUBEK
GENERAL_FOOD	WIN BUDYN SMIETANKOWY
GENERAL_FOOD	WIN BUDYN SMIETANKOWY CUK
GENERAL_FOOD	WIN SOS PIECZENIOWY JASNY
GENERAL_FOOD	AMINO SOS BOLONSKI
CHEMISTRY	MYDLO LUKSJA LINEN
GENERAL_FOOD	SMALEC WIEPRZOWY JAGI
BEER	PIWO TYSKIE KLASYCZNE BUT
CHEMISTRY	ODSWIEZACZ FRI
CHIPS_FLAKES	CHRUPKI OWOCE
PET'S FOOD	KARMA CAT KURCZAK WARZYWA
SWEETS	ZELKI NIM SOKKI
GROATS_RICE_PASTA	MAKARON LASAGNE LUBELLA
GROATS_RICE_PASTA	KRAZKI RYZOWE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODA CISOWIANKA GAZ
GENERAL_FOOD	CUKIER BIALY
GENERAL	KROKIETY MIESEM GRZESKOWIAK
ICE_CREAMS_FROZEN	BRUKSELKA
GENERAL	KNORR NUDLE CARBONARA
CHEMISTRY	PERSIL ZEL
DAIRY_CHESSE	MASLANKA NATURALNA MRAGOWSKA
ICE_CREAMS_FROZEN	WODA AQA GAZ
CIGARETTES	PAP MOCNE
SWEETS	BATON BIT ORZECHOWY
GENERAL_FOOD	PIWO BOJAN GRUSZKOWE ZWR
DRINK_JUICE	NAP VERONI LIFE CYTRYNA GAZ
DAIRY_CHESSE	BAKOMA PREMIUM BRZOS MARAKUJ
DAIRY_CHESSE	SMIETANA SREM
MEAT	PASZTET BOROWIKOWY GRZYBOWY
SWEETS	WAFELEK PEPPA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	DZEM SLONECZNY OGROD BRZOSKWINIOWY
COFFEE TEA	KAWA ZBOZOWA ANATOL
SPICES	GALEO MAJERANEK
CHEMISTRY	MASZYNKA JEDNORAZOWA WIKINSON
DRINK_JUICE	NAP TYMBARK JABLKO MIETA
CHEMISTRY	SERWETKI PAPIEROWE SZT
CANNED_PATE	GROSZEK BONDUELLE
BEER	PIWO BOJAN SZWEJK ZWROT
SWEETS	WEDEL PTASIE MLECZKO WANILIA
CHEMISTRY	PIELEGNACJI MEBLI GOLD WAX
GENERAL	SMAK MAK GALARETKA KURCZAKA
CHIPS_FLAKES	PRYMAT PRZYPRAWA OGORKOW KWASZON
GENERAL_FOOD	SKORUPKA SALATKA WARZYWNA
DRINK_JUICE	KUBUS MAR JAB MALINA
GROATS_RICE_PASTA	MAK ZLOTY LAN NITKA DOMOWA
DRINK_JUICE	NAP VOLCANO ORANZADA BEZBARWNA GAZ
DRINK_JUICE	KNORR ZUPA KREM KUREK
GENERAL_FOOD	OCET PEGAZ
ICE_CREAMS_FROZEN	LODY BAKALIOWE ALGIDA
DAIRY_CHESSE	HOCHL SZYNKA BLOK TOPIONY
BREAD	CIASTKA FRANCUSKIE ROZNE LUZ
MEAT	SZYNKA DEBOWA ROLOWANA
GENERAL_FOOD	KNORR SOS BOROWIKOWY
GENERAL_FOOD	MIOD SZTUCZNY PROSPONA
SPICES	KAMIS BAZYLIA
GROATS_RICE_PASTA	MAK SULMA NITKA ROSOLOWA
SWEETS	SYROP MALINA SPIZARNIA
VEGETABLES	CUKINIA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	BATON BIT
GROATS_RICE_PASTA	MAKARON POL MLYN NITKA DURUM
CIGARETTES	PAP MOCNE JASNE
SWEETS	WEDEL CZEKOLADA NADZ TOFFI
SWEETS	WEDEL CZEK GORZKA
WINE_ALCOHOL 18%	NAP SPIR SOPLICA WISNIA
CIGARETTES	PAP CHESTERFIELD BLU
GENERAL_FOOD	SKORUPKA SALATKA WARZYWNA
GENERAL	CZARNUSZKA
SWEETS	KNORR SOS ATKOWY WLOSKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SALATKA LISNER WARZYWNA JAJKIEM
CHIPS_FLAKES	LAYS ZIELONA CEBULKA
VEGETABLES	SKORUPKA KAPUSTA FOLIA
DAIRY_CHESSE	MLEKO LACIATE
VEGETABLES	SZCZYPIOREK CEBULKA
DAIRY_CHESSE	DANONKI WANILIOWE
ICE_CREAMS_FROZEN	LODY ROLADA CASSATE WANILIA WISNIA
COFFEE TEA	HERBATA EXP AKBAR
DAIRY_CHESSE	GOS MLEKO UHT GOSTYN
ICE_CREAMS_FROZEN	LODY TORTUFFO CZEKOLADA
CHEMISTRY	KLEJ KROPELKA
DRINK_JUICE	HELLENA ORANZADA BIALA GAZ
DAIRY_CHESSE	SER PULAWSKI GOUDA CAMELOT
DAIRY_CHESSE	BAKOMA GRECKI
OILS	PRYMAT CURRY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODA STAROPOLANKA GAZ
VODKA_ALCOHOL	NAP SPIR SOPLICA ORZECH LASKOWY
ICE_CREAMS_FROZEN	LODY BIG SMYK
GENERAL_FOOD	WAFLE LEKKIE LIGHT FOOD
ICE_CREAMS_FROZEN	LODY GRAND
CHEMISTRY	SOMAT NABLYSZCZACZ
SWEETS	GRZESKI GOFROWE
SPICES	KAMIS PIEPRZ CZAR MIELONY
DAIRY_CHESSE	SER SMAZONY KOWALEW
DAIRY_CHESSE	BAKOMA MUS TRUSKAWKA
GENERAL_FOOD	MUSZTARDA STOLOWA PEGAZ
CIGARETTES	PAP MARLLBORO RED
GENERAL_FOOD	SMAK MAK BULKA HOT DOG
GENERAL	MAK NIEBIESKI
GENERAL_FOOD	WIN POMYSL SPAG BOLONSKU
ICE_CREAMS_FROZEN	LODY ROZEK MIX
CHEMISTRY	PLYN NACZYN EDGAR ALOES
GENERAL_FOOD	KETCHUP KOTLIN LAGODNY
SOCKS_THIGHTS	RAJSTOPY DEN
DRINK_JUICE	WODA MUSZYNA GAZ
CHEMISTRY	GILLETTE MASZYNKA BLU PLUS
SPICES	KAMIS ROZMARYN
GENERAL_FOOD	PAPIER TOALETOWY MEA
CHEMISTRY	BATERIA
GENERAL	MLEKO KOKOSOWE TRUSKAWKA
DRINK_JUICE	KUBUS MUS TRUSKAWKA
DRINK_JUICE	NAP TYMBARK SOK POMIDOR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	TWAROG SOLANKOWY WEDZONY CYLINDER
VODKA_ALCOHOL	WODKA WYBOROWA BUT
DAIRY_CHESSE	GOS MLEKO BLONIKIEM
DAIRY_CHESSE	SEREK WIEJSKI ZIARNISTY COTTAGE
DAIRY_CHESSE	BAKOMA SATINA CZEKOL
ICE_CREAMS_FROZEN	LODY ROZEK MLYNARCZYK
DAIRY_CHESSE	HOCH TWAR KANAPKOWY SMIETANA
SWEETS	PRAZYNKI SPOKO
CHEMISTRY	FOLIA ALUMINIOWA
DRINK_JUICE	STAR CHIPS SER ZIEMNIAKI
CIGARETTES	TYTO ROTHMANS
ICE_CREAMS_FROZEN	LODY ROLADA CASSATE WANILIA WISNIA
SWEETS	WAFLE NESQUIK
DRINK_JUICE	ZBYSZKO MAXER GAZ COLA
CHEWING_GUM_LOLIPOPS	LIZAK ZAZUAGE
CHEMISTRY	DLUGOPIS NIEBIESKI SZT
VEGETABLES	OGOREK GRUNTOWY
OILS	MAR SNIADANIOWA
CHEMISTRY	EWA SZAMPON LAWENDA
VEGETABLES	MARCHEW LUZ
VEGETABLES	SKORUPKA OGORKI KONSERWOWE
PET'S FOOD	KARMA PSA RAFI JAGNIECINA
DRINK_JUICE	LOWICZ SYROP MAL ZURAWIN
CHEMISTRY	PLYN PRANIA SURF
SWEETS	WAFLE MEGA GRZESKI CZEKOL GROZNE
CANNED_PATE	PASZTET PODLASKI DROSED PUSZKA
GROATS_RICE_PASTA	MAK ZLOTY LAN PENE
SWEETS	KUBUS BANAN TRUS
CHEMISTRY	FOLIA ALUMINIOWA PAN PACK
BEER	PIWO HARNAS PUSZKA
SWEETS	GOFRY SLODKIE
SWEETS	WEDEL PAWELEK KAFFE LATTE
CIGARETTES	TYTON WEST RED
ICE_CREAMS_FROZEN	LODY BIG MILK CHOCO
SPICES	WIN ZIARENKA SMAKU
CIGARETTES	PAP GOLD
GENERAL_FOOD	KETCHUP PIKANTNY TORTEX
BREAD	BULKA SOJOWA
SWEETS	GOPL LANDRYNY BRANDO
DRINK_JUICE	NAP AQA PLUS CYTR MIETA
DAIRY_CHESSE	ALMETTE OGOREK ZIOLA
DRINK_JUICE	WODA KROPLA BESKIDU GAZ
GENERAL_FOOD	WIN POMYSL RYBE SOS KOPERKOWY
SOCKS_THIGHTS	PODKOLANOWKI MIKROFIBRA
VEGETABLES	SZCZYPIOREK CEBULKA
ICE_CREAMS_FROZEN	LODY ICE FRESH
BEER	PIWO KUFLOWE MOCNE
GENERAL	SOS WEGIERSKI PIECZ DAWTONA
CHEMISTRY	MOLA PAPIER BIALY
GENERAL_FOOD	KIELBASA BIA PARZONA
DAIRY_CHESSE	MLEKO LAKTOZY LITR MLEKPOL
GENERAL	SMAK MAK INDYK GALARECIE
BREAD	BULKA MALA KAJZERKA
CHEMISTRY	WORKI SMIECI SZT
BREAD	BULKA TARTA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SEREK SMACZEK JANA SZCZYPIOREK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MAKA TORTOWA ZLOTY LAN TYP
DAIRY_CHESSE	CHRUPKI KUKURYDZIANE
DAIRY_CHESSE	SER SWOJSKI OLIWKAMI KGKORYCINSKI
VODKA_ALCOHOL	NAP SPIR GREJPFRUTOWA
DRINK_JUICE	PRYMAT SOS SALATKOWY CZOSNKOWY
DRINK_JUICE	NAP TYMBARK POMARANCZ
CHEWING_GUM_LOLIPOPS	GUMA MAMBA
FISH	PASTA RYBNA SZCZYPIORKIEM LUZ
VEGETABLES	ZIEMNIAK WCZESNY
GENERAL_FOOD	KREM CHRZANOWY SMAK
CHEMISTRY	BREF FORMULA AKTIV
GROATS_RICE_PASTA	MAK SULMA MUSZELKA DURUM
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PLATKI STRAWBERRY MINIS PACIFIC
CHIPS_FLAKES	STAR CHIPS SER CEBULA
COFFEE TEA	HER GRANULOW INDYJ CONSUM
VODKA_ALCOHOL	LIKIER WISNIOWY SERCE DEBOWA
CANNED_PATE	ROLNIK PAPRYKA CWIARTKI
DRINK_JUICE	NAP TYMBARK VITAMIN
DAIRY_CHESSE	BATON FITELLA
SPICES	RODZYNKI SULTANSKIE HELIO
GROATS_RICE_PASTA	WIN SOS ZIOLOWY TUBA
GENERAL_FOOD	SMALEC CEBULA CZOSNKIEM
CHEWING_GUM_LOLIPOPS	RYZ PRWPAROWANY
WINE_ALCOHOL 18%	WINO CORTES PŁLS
DRINK_JUICE	KUBUS WATERR JABLKO
GENERAL_FOOD	GROSZEK KONS BONDUELA
DRINK_JUICE	PEPSI COLA PUSZKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MAK LUBELLA KOKARDA
OILS	PRYMAT CURRY
CANNED_PATE	KOPYTKA TACKA GRZESKOWIAK
DRINK_JUICE	NAP MIRINDA GRATIS
SPICES	PRYMAT OREGANO CALE
CHEMISTRY	GABKA KAPIELI MASAZU
SPICES	GALEO PRZYPRAWA ZIEMNIAKOW
ICE_CREAMS_FROZEN	LODY KAKTUS
GENERAL	KROKIWTY KAP GRZYBAMI
MEAT	PAROWKOWA FOLI
GENERAL_FOOD	CREMONA LIGHTS
CHEMISTRY	EVA SIMPLE ZEL MYCIA CIALA
BEER	PIWO REEDS PUSZKA JABLKOWE
GENERAL_FOOD	KUCHAREK
DAIRY_CHESSE	ALMETTE CZOSNEK NIEDZWIEDZI
CHEMISTRY	ODSWIEZACZ ZAPAS SZYSZKI
DRINK_JUICE	NAP HORTEX CZARNA PORZECZKA
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
DRINK_JUICE	FRUGO ZIELONE PET
GROATS_RICE_PASTA	MAKARON CZANIECKI GNIAZDKO
DAIRY_CHESSE	GOS MLEKO ZAG NIESL GOSTYN
ICE_CREAMS_FROZEN	LODY JAK DAWNIEJ TRU TYRAM
SWEETS	GRZESKI GOFROWE
FISH	LARUS SALATKA MEKSYKANSKA
SWEETS	WAFLE RYZOWE FIT
GROATS_RICE_PASTA	WIN ZUPA BOROWIKOWA
GROATS_RICE_PASTA	MAK ZLOTY LAN KOLANKO DUZE
DRINK_JUICE	NAP COCA COLA CHERRY
BEER	PIWO OKOCIM TRUSKAWKA PUSZKA
DAIRY_CHESSE	ACTIVIA LIWKA MUSLI
CHEWING_GUM_LOLIPOPS	LIZAK KWIATEK MALY KULKA
SWEETS	PRINCESA ZEBRA
GENERAL_FOOD	PYZY WIEJSAKIE DOLCZEWSKI
DRINK_JUICE	NAP TYMBARK LEMONIADA CYT MALIN
SWEETS	AMELIA PIANKA CZEKOLADA
CHIPS_FLAKES	STAR CHIPS SER CEBULA
SWEETS	BATON MACIEK XXL WAWEL ADWOKAT
SWEETS	CIASTKA LAKOTKI KAKAO
